animal_id,animal_type,primary_color,secondary_color,sex,dob,intake_date,animal_age,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,outcome_type,outcome_subtype,latitude,longitude
A709386,cat,black,NA,Spayed,2023-07-26,2023-10-26,92,normal,stray,field,NA,2024-02-10,adoption,web,33.7896413,-118.1621653
A701621,cat,black,white,Male,2023-06-20,2023-06-24,4,under age/weight,stray,field,NA,2023-08-03,rescue,littlepaws,33.8039374,-118.1628723
A612726,dog,white,tan,Female,2018-06-13,2018-08-13,61,normal,stray,field,NA,2018-08-19,transfer,spcala,33.8027491,-118.2000049
A612725,dog,white,NA,Female,2018-06-13,2018-08-13,61,normal,stray,field,NA,2018-08-19,transfer,spcala,33.8027491,-118.2000049
A712170,cat,black,white,Unknown,2020-12-22,2023-12-22,1095,injured  severe,stray,field,NA,2023-12-22,euthanasia,inj severe,33.8108047,-118.2197904
A682721,dog,brown,white,Female,2016-08-30,2022-08-30,2191,normal,stray,field,NA,2022-09-03,rescue,bosterrres,33.8058439,-118.1852407
A691714,cat,gray,white,Unknown,2022-01-11,2023-01-11,365,ill mild,stray,field,NA,2023-02-18,return to owner,NA,33.8044572,-118.2121997
A689593,cat,white,black,Female,2019-11-29,2022-11-29,1096,ill moderatete,stray,field,NA,2022-11-30,died,in kennel,33.8044572,-118.2121997
A489500,dog,white,NA,Male,2010-09-04,2020-07-09,3596,injured  mild,stray,field,NA,2020-07-09,return to owner,walkin,33.8044446,-118.2111136
A654236,cat,black,NA,Male,2020-02-17,2021-02-17,366,injured  severe,stray,field,NA,2021-02-17,euthanasia,at vet,33.7880492,-118.1611932
A652537,cat,black,NA,Neutered,2008-12-29,2020-12-23,4377,ill moderatete,stray,field,NA,2020-12-31,adoption,folba,33.859486,-118.1615507
A609640,cat,gray,NA,Female,2018-03-13,2018-06-13,92,injured  severe,stray,field,NA,2018-06-27,rescue,zoeysplace,33.804476,-118.1160353
A614257,dog,brown,white,Neutered,2010-09-07,2018-09-07,2922,normal,stray,field,NA,2018-09-09,return to owner,walkin,33.803938,-118.1150139
A614200,dog,tan,NA,Male,2010-09-06,2018-09-10,2926,normal,owner surrender,field,bites,2018-09-10,euthanasia,aggressive,33.8041644,-118.218837
A618399,dog,black,NA,Female,2018-07-04,2018-12-05,154,normal,stray,field,NA,2018-12-05,return to owner,walkin,33.8034095,-118.1052932
A350772,dog,black,brown,Spayed,2008-05-15,2019-07-03,4066,injured  moderate,stray,field,NA,2019-07-03,return to owner,walkin,33.8044492,-118.2153909
A695024,cat,white,gray,Unknown,2023-02-20,2023-03-20,28,under age/weight,stray,field,NA,2023-03-31,rescue,littlepaws,33.7862321,-118.161095
A719690,dog,brown,gray,Female,2014-04-27,2024-04-27,3653,aged,stray,field,NA,2024-04-27,return to owner,fre rid hm,33.7880492,-118.1611932
A650039,dog,brown,NA,Male,2010-10-22,2020-10-12,3643,ill mild,stray,field,NA,2020-10-25,rescue,frost face,33.8746184,-118.1604301
A649718,dog,white,NA,Male,2017-10-05,2020-10-05,1096,normal,stray,field,NA,2020-10-07,return to owner,walkin,33.8047722,-118.1932188
A685093,cat,gray,NA,Unknown,2022-07-24,2022-09-24,62,ill severe,stray,field,NA,2022-09-27,euthanasia,ill severe,33.7822172,-118.1597747
A648193,dog,black,tan,Male,2018-09-02,2020-09-02,731,normal,stray,field,NA,2020-09-03,return to owner,walkin,33.7628371,-118.1614551
A587613,dog,black,NA,Unknown,2015-03-26,2017-03-26,731,normal,stray,field,NA,2017-04-09,rescue,other resc,33.8063744,-118.2020748
A637964,dog,brown,NA,Male,2018-12-27,2019-12-27,365,normal,stray,field,NA,2020-01-02,transfer,spcala,33.8052318,-118.1041677
A593325,dog,tan,NA,Spayed,2016-07-11,2017-07-11,365,injured  severe,stray,field,NA,2017-07-12,return to owner,walkin,33.8063727,-118.1977476
A527064,dog,black,brown,Neutered,2014-01-03,2017-01-03,1096,injured  moderate,stray,field,NA,2017-01-03,return to owner,phone,33.8063727,-118.1977476
A721642,dog,black,black,Spayed,2020-05-28,2024-05-28,1461,normal,stray,field,NA,2024-07-14,adoption,web,33.8052063,-118.0990898
A697315,dog,white,NA,Male,2020-04-22,2023-04-22,1095,ill moderatete,stray,field,NA,2023-05-10,rescue,bichonfur,33.806198,-118.193705
A592946,dog,tan,NA,Female,2016-07-05,2017-07-05,365,normal,stray,field,NA,2017-07-12,transfer,spcala,33.8064735,-118.2194345
A678309,cat,white,orange tabby,Male,2022-06-15,2022-06-24,9,under age/weight,stray,field,NA,2022-08-06,adoption,NA,33.8065321,-118.1580944
A590982,cat,black,NA,Female,2017-04-28,2017-05-28,30,under age/weight,stray,field,NA,2017-05-28,euthanasia,ill severe,33.808165700000004,-118.2145815
A673693,dog,black,brown,Male,2011-05-03,2022-04-28,4013,normal,stray,field,NA,2022-04-29,return to owner,walkin,33.8080748,-118.1849237
A626406,cat,black,white,Male,2019-03-14,2019-05-14,61,behavior  mild,stray,field,NA,2019-05-22,rescue,catpaws,33.8080748,-118.1849237
A686603,dog,black,brown,Female,2022-06-12,2022-10-12,122,ill severe,stray,field,NA,2022-10-12,died,at vet,33.8576321,-118.1587672
A597365,cat,white,black,Female,2017-06-19,2017-09-19,92,ill severe,stray,field,NA,2017-09-20,euthanasia,at vet,33.782304,-118.158746
A426334,dog,tan,NA,Spayed,2010-02-09,2017-02-25,2573,injured  severe,stray,field,NA,2017-02-25,return to owner,NA,33.8081403,-118.2098294
A656523,dog,black,brown,Neutered,2016-04-21,2021-04-21,1826,injured  moderate,stray,field,NA,2021-07-31,rescue,outtacage,33.8081403,-118.2098294
A695085,cat,gray,white,Male,2015-03-21,2023-03-21,2922,ill moderatete,stray,field,NA,2023-03-22,euthanasia,at vet,33.8067512,-118.1329
A628230,cat,black,white,Male,2012-06-13,2019-06-13,2556,injured  severe,stray,field,NA,2019-06-13,euthanasia,ill severe,33.8067512,-118.1329
A585451,dog,white,brown,Spayed,2016-08-16,2017-02-05,173,ill severe,stray,field,NA,2017-02-16,adoption,web,33.80804990000001,-118.2153932
A694331,rabbit,white,brown,Male,NA,2023-03-07,NA,i/i report,stray,aban field,NA,2023-03-08,transfer,orange co,33.806783,-118.0972337
A586872,cat,black,white,Unknown,NA,2017-03-10,NA,ill severe,stray,field,NA,2017-03-10,euthanasia,ill severe,33.806783,-118.0972337
A632105,cat,black,white,Male,2019-07-17,2019-08-17,31,under age/weight,stray,field,NA,2019-08-17,rescue,littlepaws,33.8081747,-118.1934008
A632106,cat,black,white,Female,2019-07-17,2019-08-17,31,under age/weight,stray,field,NA,2019-08-17,rescue,littlepaws,33.8081747,-118.1934008
A640104,cat,black,NA,Female,2012-02-17,2020-02-17,2922,ill severe,stray,field,NA,2020-02-23,euthanasia,ill severe,33.8082173,-118.203251
A614521,dog,brown,NA,Female,2015-09-12,2018-09-12,1096,normal,stray,field,NA,2018-09-18,transfer,spcala,33.8083474,-118.1867193
A511843,dog,black,NA,Female,2010-12-07,2017-01-25,2241,normal,stray,field,NA,2017-02-12,adoption,spcala,33.8080097,-118.1948074
A673198,cat,black,white,Spayed,2020-04-17,2022-04-16,729,fractious,stray,field,NA,2022-10-06,rescue,kittybunga,33.786951,-118.1577822
A614141,dog,gray,white,Male,2017-11-05,2018-09-05,304,normal,stray,field,NA,2018-09-23,adoption,spcala,33.8722992,-118.1588755
A602090,dog,tan,NA,Male,2017-05-10,2018-01-10,245,normal,stray,field,NA,2018-01-17,transfer,spcala,33.8808757,-118.1587358
A673398,dog,black,brown,Spayed,2017-04-21,2022-04-21,1826,normal,stray,field,NA,2022-04-28,adoption,NA,33.8099912,-118.2075447
A645757,rabbit,white,black,Spayed,2019-07-17,2020-07-17,366,normal,stray,field,NA,2020-08-01,rescue,other resc,33.8098314,-118.1937121
A594757,dog,tan,NA,Male,2016-08-04,2017-08-04,365,normal,stray,field,NA,2017-08-04,return to owner,walkin,33.8099851,-118.2108288
A653269,dog,brown,NA,Neutered,2018-01-17,2021-01-17,1096,normal,stray,field,NA,2021-01-30,adoption,web,33.763267,-118.1583316
A722533,cat,gray,white,Neutered,2024-04-17,2024-06-09,53,ill mild,stray,field,NA,2024-06-27,rescue,capaws,33.7622816,-118.158791
A722909,cat,gray,white,Spayed,2023-06-15,2024-06-15,366,normal,stray,field,NA,2024-06-28,community cat,NA,33.7622816,-118.158791
A424629,dog,white,black,Male,2010-01-22,2017-01-08,2543,behavior  severe,owner surrender,field,NA,2017-01-08,euthanasia,beh severe,33.8100163,-118.2096953
A701615,cat,black,NA,Unknown,NA,2023-06-24,NA,injured  severe,stray,field,NA,2023-06-24,euthanasia,inj severe,33.7680957,-118.1535131
A584976,cat,black,NA,Neutered,2015-01-24,2017-01-24,731,feral,stray,field,NA,2017-02-02,"shelter, neuter, return",straycatal,33.7871309,-118.1892678
A607741,cat,black,white,Neutered,2016-05-17,2018-05-17,730,fractious,stray,field,NA,2018-06-13,"shelter, neuter, return",straycatal,33.7916693,-118.1892675
A600507,dog,white,NA,Spayed,2016-11-27,2017-11-27,365,normal,stray,field,NA,2017-12-03,transfer,spcala,33.7916693,-118.1892675
A616374,cat,gray,white,Male,2018-09-17,2018-10-17,30,under age/weight,stray,field,NA,2018-10-18,rescue,other resc,33.7916693,-118.1892675
A606310,cat,black,NA,Unknown,2018-04-13,2018-04-16,3,under age/weight,stray,field,NA,2018-04-16,euthanasia,undrage/wt,33.8414353,-118.1896483
A677927,dog,brown,NA,Neutered,NA,2022-06-16,NA,injured  mild,stray,field,NA,2022-07-20,adoption,web,33.8649803,-118.1930072
A664584,bird,brown,red,Female,NA,2021-09-28,NA,normal,stray,field,NA,2021-10-06,rescue,NA,33.8689566,-118.1908733
A613531,dog,white,NA,Male,2017-11-23,2018-08-23,273,normal,stray,field,NA,2018-08-29,transfer,spcala,33.879157,-118.1971601
A627932,dog,white,tan,Spayed,2016-06-08,2019-06-08,1095,normal,stray,field,NA,2019-09-15,rescue,beagbuds,33.8703372,-118.1967147
A708482,dog,gray,white,Male,2017-10-08,2023-10-08,2191,normal,stray,field,NA,2023-10-11,return to owner,walkin,33.8732943,-118.1967604
A609292,dog,white,brown,Spayed,2010-06-07,2018-06-07,2922,normal,stray,field,NA,2018-06-23,return to owner,microchip,33.8732943,-118.1967604
A734604,dog,black,brown,Male,2024-09-23,2024-12-22,90,normal,stray,field,NA,2024-12-26,transfer,spcala,33.8732529,-118.1967672
A734602,dog,black,brown,Female,2024-09-23,2024-12-22,90,normal,stray,field,NA,2024-12-26,transfer,spcala,33.8732529,-118.1967672
A734608,dog,black,brown,Female,2024-09-23,2024-12-22,90,normal,stray,field,NA,2024-12-26,transfer,spcala,33.8732529,-118.1967672
A615984,dog,black,white,Neutered,2017-10-08,2018-10-08,365,normal,stray,field,NA,2018-12-12,adoption,walkin,33.8666927,-118.1922024
A700841,dog,white,brown,Male,2016-06-15,2023-06-14,2555,injured  mild,stray,field,NA,2023-06-15,return to owner,web,33.8543014,-118.189831
A618189,cat,black,NA,Neutered,2014-11-29,2018-11-29,1461,injured  moderate,stray,field,NA,2018-11-29,return to owner,walkin,33.871828,-118.1967512
A644726,dog,tan,NA,Female,2007-07-02,2020-07-02,4749,normal,stray,field,NA,2020-07-29,rescue,frost face,33.871828,-118.1967512
A663613,dog,white,brown brindle,Spayed,2020-09-11,2021-09-11,365,normal,stray,field,NA,2021-09-24,transfer,spcala,33.871828,-118.1967512
A598724,dog,black,tan,Male,2008-10-13,2017-10-13,3287,aged,stray,field,NA,2017-10-27,rescue,other resc,33.871828,-118.1967512
A716440,cat,gray,NA,Male,2016-03-06,2024-03-06,2922,ill moderatete,stray,field,NA,2024-03-06,died,enroute,33.8600568,-118.1898684
A612463,dog,gray,tan,Neutered,2012-08-06,2018-08-06,2191,normal,stray,field,NA,2018-08-06,return to owner,microchip,33.8492234,-118.1897853
A586810,dog,black,white,Male,2016-09-09,2017-03-09,181,normal,stray,field,NA,2017-03-15,transfer,spcala,33.8779472,-118.1967604
A603562,cat,gray,NA,Male,2016-02-08,2018-02-08,731,normal,stray,field,NA,2018-02-14,transfer,spcala,33.7705019,-118.1980721
A593991,cat,black,NA,Unknown,2017-07-20,2017-07-21,1,under age/weight,stray,field,NA,2017-07-21,euthanasia,undrage/wt,33.7744848,-118.1769037
A600166,cat,black,white,Male,2017-10-10,2017-11-16,37,under age/weight,stray,field,NA,2017-11-29,rescue,fndanifoun,33.7789659,-118.1950758
A647300,dog,gray,white,Male,2016-08-16,2020-08-16,1461,normal,owner surrender,field,NA,2020-08-17,euthanasia,beh severe,33.7837074,-118.1950823
A726481,dog,black,NA,Neutered,2023-11-03,2024-08-08,279,i/i report,stray,field,NA,2024-10-12,adoption,web,33.7861145,-118.1952221
A642483,dog,gray,black,Male,2019-05-07,2020-05-07,366,normal,stray,field,NA,2020-05-14,rescue,other resc,33.7934772,-118.1950871
A693907,dog,tan,white,Spayed,2022-02-25,2023-02-25,365,normal,stray,field,NA,2023-03-26,adoption,web,33.7717154,-118.1950828
A585979,dog,brown,NA,Male,2014-08-18,2021-08-26,2565,normal,stray,field,NA,2021-10-20,rescue,ahm4ever,33.776553,-118.1950741
A655100,cat,black,NA,Neutered,2013-03-18,2021-03-17,2921,injured  moderate,stray,field,NA,2021-03-26,adoption,web,33.7665727,-118.1951753
A587739,cat,black,NA,Spayed,2016-03-29,2017-03-29,365,feral,stray,field,NA,2017-04-19,"shelter, neuter, return",straycatal,33.74958300000001,-118.1913689
A491215,dog,brown,NA,Spayed,2004-03-20,2017-07-18,4868,aged,owner surrender,field,NA,2017-07-18,euthanasia,ill severe,33.7682648,-118.1615211
A638527,dog,brown,NA,Neutered,2013-01-13,2020-01-13,2556,normal,stray,field,NA,2020-01-16,return to owner,web,33.8623705,-118.189741
A710535,dog,black,white,Neutered,2021-11-14,2023-11-14,730,normal,stray,field,NA,2024-01-17,adoption,web,33.8703372,-118.1967147
A731392,cat,white,NA,Neutered,2024-09-23,2024-10-28,35,ill mild,stray,field,NA,2024-11-23,adoption,web,33.8582581,-118.1897108
A594355,cat,black,white,Male,2010-07-28,2017-07-28,2557,ill moderatete,stray,field,NA,2017-07-28,euthanasia,ill severe,33.7691954,-118.1693268
A635550,dog,white,brown,Male,2018-11-01,2019-11-01,365,normal,stray,field,NA,2019-11-02,return to owner,walkin,33.7670817,-118.1136623
A606221,dog,tan,white,Female,2015-04-13,2018-04-13,1096,injured  mild,stray,field,NA,2018-04-18,return to owner,walkin,33.769888,-118.1306913
A586021,dog,black,brown brindle,Male,2012-02-19,2017-02-19,1827,normal,stray,field,NA,2017-03-16,rescue,livelove,33.7682329,-118.1586802
A710813,cat,black,NA,Spayed,2018-11-18,2023-11-18,1826,normal,owner surrender,field,NA,2024-01-10,adoption,web,33.7717101,-118.1567713
A614222,dog,white,NA,Female,2018-05-06,2018-09-06,123,normal,stray,field,NA,2018-09-12,transfer,spcala,33.8783206,-118.1578568
A678072,cat,gray,white,Unknown,2022-06-18,2022-06-20,2,under age/weight,stray,field,NA,2022-06-21,rescue,littlepaws,33.8599678,-118.1567454
A597551,cat,black,NA,Male,NA,2017-09-22,NA,ill moderatete,stray,field,NA,2017-09-22,euthanasia,ill severe,33.8106458,-118.0972581
A724279,dog,tan,white,Spayed,2022-07-09,2024-07-09,731,normal,stray,field,NA,2024-07-25,adoption,web,33.8123331,-118.1892876
A398640,dog,brown,black,Spayed,2005-12-29,2021-05-30,5631,injured  mild,stray,field,NA,2021-06-06,return to owner,walkin,33.8116492,-118.1980837
A603726,dog,black,brown,Female,2014-02-12,2018-02-12,1461,normal,stray,field,NA,2018-02-18,transfer,spcala,33.8119364,-118.2178026
A715486,cat,brown,NA,Unknown,2024-02-23,2024-02-22,1,ill moderatete,stray,field,NA,2024-02-23,euthanasia,ill severe,33.8121258,-118.2199732
A715514,cat,black,calico,Spayed,2023-02-22,2024-02-23,366,ill mild,stray,field,NA,2024-03-13,adoption,web,33.8121258,-118.2199732
A685953,cat,white,gray,Unknown,2020-10-05,2022-10-05,730,injured  mild,stray,field,NA,2022-10-06,died,in kennel,33.8116156,-118.2013181
A604962,dog,brown,white,Spayed,2017-03-17,2018-03-17,365,normal,stray,field,NA,2018-03-23,transfer,spcala,33.8116252,-118.2035007
A637265,dog,black,NA,Neutered,2014-12-07,2019-12-07,1826,injured  moderate,stray,field,NA,2019-12-20,adoption,walkin,33.8118713,-118.2151755
A626376,cat,white,black,Male,2019-04-20,2019-05-13,23,under age/weight,stray,field,NA,2019-05-14,transfer,spcala,33.8106251,-118.0930703
A691981,dog,black,white,Neutered,2022-08-18,2023-01-18,153,normal,stray,field,NA,2023-01-26,transfer,spcala,33.8139939,-118.2122091
A703487,cat,gray,NA,Unknown,NA,2023-07-24,NA,ill mild,stray,field,NA,2023-07-24,euthanasia,ill severe,33.8707061,-118.1566013
A616282,cat,black,white,Female,2018-09-23,2018-10-14,21,under age/weight,stray,field,NA,2018-10-14,euthanasia,ill severe,33.8707061,-118.1566013
A590092,cat,black,NA,Unknown,2017-04-11,2017-05-11,30,under age/weight,stray,field,NA,2017-05-12,rescue,fndanifoun,33.8745209,-118.1561696
A594570,dog,black,NA,Male,2015-07-31,2017-07-31,731,injured  moderate,stray,field,NA,2017-08-04,return to owner,walkin,33.8134848,-118.2100266
A673540,cat,gray,white,Unknown,NA,2022-04-24,NA,injured  severe,stray,field,NA,2022-04-25,euthanasia,at vet,33.8134463,-118.1882779
A592748,dog,gray,NA,Neutered,2016-06-30,2017-06-30,365,injured  mild,stray,field,NA,2017-07-07,adoption,spcala,33.8134907,-118.1969697
A645268,cat,black,white,Male,2020-06-09,2020-07-09,30,under age/weight,stray,field,NA,2020-07-12,rescue,littlepaws,33.8130327,-118.0744759
A632569,dog,gray,white,Neutered,2015-08-25,2019-12-05,1563,normal,stray,field,NA,2019-12-13,return to owner,walkin,33.8124629,-118.1241616
A629856,dog,black,brown,Male,2012-07-12,2019-07-12,2556,normal,owner surrender,field,owner prob,2019-08-06,euthanasia,beh severe,33.8134866,-118.2013395
A587706,cat,black,NA,Neutered,2014-03-29,2017-03-29,1096,feral,stray,field,NA,2017-04-07,"shelter, neuter, return",straycatal,33.8134586,-118.1871894
A588454,cat,gray,NA,Unknown,2017-04-11,2017-04-06,5,feral,stray,field,NA,2017-04-25,rescue,catpaws,33.8134586,-118.1871894
A727049,dog,black,brown,Male,2022-08-17,2024-08-17,731,injured  moderate,stray,field,NA,2024-08-23,return to owner,walkin,33.8139927,-118.215392
A575647,cat,black,white,Neutered,2019-04-04,2023-03-26,1452,i/i report,stray,field,NA,2023-05-13,community cat,NA,33.8810061,-118.1565482
A614391,cat,black,NA,Unknown,2018-09-01,2018-09-10,9,under age/weight,stray,field,NA,2018-09-10,euthanasia,undrage/wt,33.8707061,-118.1566013
A584249,dog,gray,white,Female,2016-09-07,2017-03-24,198,normal,stray,field,NA,2017-04-07,transfer,spcala,33.8123467,-118.0999599
A702242,bird,black,NA,Unknown,2021-07-03,2023-07-03,730,injured  severe,stray,field,NA,2023-07-03,transfer,lbah,33.8128365,-118.1149119
A709238,dog,white,NA,Spayed,2023-02-24,2023-10-22,240,normal,owner surrender,field,NA,2023-11-09,adoption,web,33.7836072,-118.1969724
A636614,dog,black,white,Male,2019-06-22,2019-11-22,153,normal,stray,field,NA,2019-11-30,transfer,spcala,33.8154377,-118.1946023
A592076,dog,black,brown,Female,2016-06-18,2017-06-18,365,normal,stray,field,NA,2017-06-24,transfer,spcala,33.8151978,-118.1666361
A730727,cat,black,white,Male,2023-10-22,2024-10-22,366,injured  severe,stray,field,NA,2024-10-23,euthanasia,inj severe,33.8151978,-118.1666361
A649586,cat,black,white,Neutered,2015-10-01,2020-10-01,1827,behavior  moderate,stray,field,NA,2020-11-21,adoption,pfe/pawshp,33.771717,-118.1546023
A645451,cat,white,black,Spayed,2017-07-13,2020-07-13,1096,fractious,stray,field,NA,2020-07-21,"shelter, neuter, return",straycatal,33.771717,-118.1546023
A672986,cat,white,gray,Spayed,2022-03-27,2022-04-11,15,under age/weight,stray,field,NA,2022-07-01,adoption,web,33.8742039,-118.1555746
A672987,cat,white,gray,Female,2022-03-27,2022-04-11,15,under age/weight,stray,field,NA,2022-06-12,adoption,NA,33.8742039,-118.1555746
A677929,dog,brown,white,Neutered,2021-06-17,2022-06-17,365,injured  mild,stray,field,NA,2022-07-01,rescue,sparkygang,33.8742039,-118.1555746
A629172,dog,brown,NA,Neutered,2009-06-30,2019-06-30,3652,ill severe,stray,field,NA,2019-09-14,adoption,spec evt,33.8640481,-118.1553992
A588355,dog,brown,NA,Female,2005-04-08,2017-04-08,4383,ill moderatete,stray,field,NA,2017-04-23,rescue,yorkieresu,33.8152896,-118.2100264
A628883,cat,black,white,Unknown,2019-02-26,2019-06-26,120,injured  severe,stray,field,NA,2019-06-26,euthanasia,inj severe,33.815485,-118.1390487
A713970,cat,black,NA,Neutered,2014-01-26,2024-01-26,3652,ill severe,stray,field,NA,2024-01-26,euthanasia,ill severe,33.8140692,-118.2208888
A624518,dog,brown,white,Female,2014-04-10,2019-04-10,1826,normal,stray,field,NA,2019-04-10,return to owner,tag id,33.8144267,-118.1937341
A602345,dog,tan,white,Spayed,2003-01-12,2018-01-12,5479,aged,stray,field,NA,2018-01-13,return to owner,phone,33.815485,-118.1390487
A599146,dog,black,NA,Female,2004-03-01,2017-10-22,4983,normal,stray,field,NA,2017-10-25,return to owner,walkin,33.8152856,-118.215405
A665213,dog,black,brown,Neutered,2019-10-13,2021-10-13,731,normal,stray,field,NA,2021-11-13,foster to adopt,NA,33.7755186,-118.1543021
A593759,dog,brown,white,Female,2017-04-18,2017-07-18,91,normal,stray,field,NA,2017-07-26,transfer,spcala,33.8174708,-118.1847362
A664843,cat,gray,white,Neutered,2020-12-06,2021-10-04,302,injured  moderate,stray,field,NA,2021-10-22,adoption,NA,33.8171059,-118.2143806
A600079,dog,brown,NA,Unknown,2017-11-13,2017-11-06,7,normal,owner surrender,field,NA,2017-11-14,rescue,other resc,33.8171059,-118.2143806
A600078,dog,brown,NA,Unknown,2017-11-13,2017-11-06,7,normal,owner surrender,field,NA,2017-11-14,rescue,other resc,33.8171059,-118.2143806
A599721,dog,brown,white,Female,2014-11-06,2017-11-06,1096,normal,owner surrender,field,NA,2017-11-14,rescue,other resc,33.8171059,-118.2143806
A599718,dog,tan,NA,Neutered,2014-11-06,2017-11-06,1096,normal,owner surrender,field,NA,2018-01-10,rescue,other resc,33.8171059,-118.2143806
A599723,dog,brown,tan,Male,2014-11-06,2017-11-06,1096,normal,owner surrender,field,NA,2017-11-10,transfer,spcala,33.8171059,-118.2143806
A587116,cat,black,NA,Unknown,2017-03-13,2017-03-15,2,under age/weight,stray,field,NA,2017-03-15,euthanasia,undrage/wt,33.8172425,-118.2119827
A587112,cat,gray,NA,Spayed,2016-07-28,2017-03-15,230,normal,stray,field,NA,2017-03-29,"shelter, neuter, return",straycatal,33.8172425,-118.2119827
A414199,dog,black,NA,Spayed,2009-09-18,2017-06-10,2822,normal,stray,field,NA,2017-06-10,return to owner,microchip,33.8720719,-118.1546083
A587324,cat,black,NA,Male,2016-03-20,2017-03-20,365,ill mild,stray,field,NA,2017-03-26,transfer,spcala,33.8720719,-118.1546083
A598553,dog,brown,black,Male,2009-10-11,2017-10-11,2922,injured  severe,stray,field,NA,2017-11-08,rescue,other resc,33.8171007,-118.2100256
A619818,dog,white,brown,Neutered,2018-01-05,2019-01-05,365,behavior  mild,owner surrender,field,NA,2019-02-01,adoption,NA,33.8171007,-118.2100256
A643169,rabbit,tan,NA,Male,NA,2020-05-28,NA,injured  moderate,stray,field,NA,2020-06-27,adoption,web,33.8173355,-118.2076879
A614147,dog,white,NA,Female,2018-09-03,2018-09-05,2,under age/weight,stray,field,NA,2018-09-13,rescue,livelove,33.8173355,-118.2076879
A682342,dog,black,NA,Neutered,2017-09-28,2022-08-21,1788,injured  moderate,stray,field,NA,2022-10-22,rescue,growl,33.8197825,-118.1064156
A671686,cat,black,NA,Neutered,2020-03-13,2022-03-13,730,behavior  moderate,owner surrender,field,NA,2022-07-30,rescue,kittybunga,33.8171037,-118.2154046
A673290,cat,black,NA,Spayed,NA,2022-04-19,NA,normal,owner surrender,field,too many,2022-09-17,rescue,kittybunga,33.8171037,-118.2154046
A673289,cat,black,NA,Spayed,NA,2022-04-19,NA,normal,owner surrender,field,too many,2022-09-17,rescue,kittybunga,33.8171037,-118.2154046
A606624,cat,black,NA,Unknown,2018-04-20,2018-04-23,3,under age/weight,stray,field,NA,2018-04-23,euthanasia,undrage/wt,33.8171037,-118.2154046
A674036,cat,gray,NA,Spayed,2019-05-05,2022-05-05,1096,normal,owner surrender,field,NA,2022-05-25,return to owner,fre rid hm,33.8171037,-118.2154046
A673812,cat,gray,gray tabby,Female,2022-04-30,2022-04-29,1,behavior  moderate,owner surrender,field,too many,2022-05-23,euthanasia,ill modera,33.8171037,-118.2154046
A669930,cat,black,NA,Spayed,2019-01-31,2022-01-30,1095,ill mild,owner surrender,field,owner prob,2022-07-30,rescue,kittybunga,33.8171037,-118.2154046
A674040,cat,black,NA,Spayed,2019-05-05,2022-05-05,1096,normal,owner surrender,field,NA,2023-03-26,rescue,kittybunga,33.8171037,-118.2154046
A673133,cat,gray,NA,Spayed,2021-04-18,2022-04-15,362,fractious,owner surrender,field,NA,2022-09-17,rescue,kittybunga,33.8171037,-118.2154046
A672070,cat,gray,NA,Neutered,2022-03-21,2022-03-13,8,behavior  moderate,owner surrender,field,NA,2022-05-12,adoption,NA,33.8171037,-118.2154046
A674033,cat,gray,NA,Spayed,2019-05-05,2022-05-05,1096,normal,owner surrender,field,NA,2023-02-12,rescue,kittybunga,33.8171037,-118.2154046
A674027,cat,gray,NA,Female,2022-04-30,2022-05-05,5,normal,owner surrender,field,NA,2022-06-25,adoption,NA,33.8171037,-118.2154046
A674049,cat,gray,NA,Neutered,2019-05-05,2022-05-05,1096,normal,owner surrender,field,too many,2023-03-22,rescue,pricelessp,33.8171037,-118.2154046
A670908,cat,gray,NA,Neutered,2017-02-23,2022-02-22,1825,normal,owner surrender,field,owner prob,2022-07-27,rescue,kittybunga,33.8171037,-118.2154046
A670672,cat,black,NA,Neutered,2017-02-14,2022-02-14,1826,normal,owner surrender,field,owner prob,2022-09-17,rescue,kittybunga,33.8171037,-118.2154046
A647171,cat,black,white,Male,2020-08-07,2020-08-14,7,under age/weight,stray,field,NA,2020-08-14,rescue,littlelion,33.817104,-118.1989132
A719470,dog,brown,black,Spayed,2022-04-23,2024-04-23,731,normal,stray,field,NA,2024-07-21,adoption,web,33.7611846,-118.1544278
A599551,dog,black,silver,Neutered,2008-09-06,2024-05-20,5735,ill mild,stray,field,NA,2024-05-20,return to owner,microchip,33.7864389,-118.1533238
A694224,dog,black,brown,Neutered,2021-03-05,2023-03-04,729,normal,stray,field,NA,2023-03-31,adoption,web,33.8737331,-118.1551363
A457774,dog,black,tan,Neutered,2009-01-21,2018-07-05,3452,normal,stray,field,NA,2018-07-05,return to owner,NA,33.8180548,-118.1846313
A591034,dog,tan,brown,Male,2014-05-30,2017-05-30,1096,normal,stray,field,NA,2017-06-09,transfer,spcala,33.819015,-118.2135986
A676674,dog,tan,white,Spayed,2018-06-04,2022-06-04,1461,normal,stray,field,NA,2022-06-15,adoption,web,33.8192297,-118.1672742
A696087,dog,black,white,Female,2022-11-10,2023-04-04,145,injured  moderate,stray,field,NA,2023-04-09,return to owner,walkin,33.873364,-118.1556482
A721130,dog,brown,white,Neutered,2019-05-19,2024-05-19,1827,normal,stray,field,NA,2024-06-01,adoption,web,33.819639,-118.202081
A731837,dog,brown,white,Female,2023-11-03,2024-11-03,366,normal,stray,field,NA,2024-11-12,euthanasia,ill severe,33.819639,-118.202081
